name,type,start_time,duration,"data","error"
"Async TX","data",1.4719275,0.000082,"j",
"Async TX","data",1.472014,0.000082,"0",
"Async TX","data",1.472101,0.000082,".",
"Async TX","data",1.4721875,0.000082,"v",
"Async TX","data",1.4722745,0.000082,"a",
"Async TX","data",1.472361,0.000082,"l",
"Async TX","data",1.472448,0.000082,"=",
"Async TX","data",1.472535,0.000082,"1",
"Async TX","data",1.4726215,0.000082,"5",
"Async TX","data",1.4727085,0.000082,"ÿ",
"Async TX","data",1.472795,0.000082,"ÿ",
"Async TX","data",1.472882,0.000082,"ÿ",
"Async TX","data",1.4729775,0.000082,"t",
"Async TX","data",1.473064,0.000082,"0",
"Async TX","data",1.473151,0.000082,".",
"Async TX","data",1.4732375,0.000082,"t",
"Async TX","data",1.4733245,0.000082,"x",
"Async TX","data",1.473411,0.000082,"t",
"Async TX","data",1.473498,0.000082,"=",
"Async TX","data",1.4735845,0.000082,"""",
"Async TX","data",1.4736715,0.000082,"1",
"Async TX","data",1.473758,0.000082,"5",
"Async TX","data",1.473845,0.000082,"%",
"Async TX","data",1.4739315,0.000082,"""",
"Async TX","data",1.4740185,0.000082,"ÿ",
"Async TX","data",1.474105,0.000082,"ÿ",
"Async TX","data",1.474192,0.000082,"ÿ",
"Async TX","data",1.494705,0.000082,"j",
"Async TX","data",1.494792,0.000082,"0",
"Async TX","data",1.494879,0.000082,".",
"Async TX","data",1.4949655,0.000082,"v",
"Async TX","data",1.4950525,0.000082,"a",
"Async TX","data",1.4951395,0.000082,"l",
"Async TX","data",1.495226,0.000082,"=",
"Async TX","data",1.495313,0.000082,"1",
"Async TX","data",1.4953995,0.000082,"6",
"Async TX","data",1.4954865,0.000082,"ÿ",
"Async TX","data",1.495573,0.000082,"ÿ",
"Async TX","data",1.49566,0.000082,"ÿ",
"Async TX","data",1.4957555,0.000082,"t",
"Async TX","data",1.495842,0.000082,"0",
"Async TX","data",1.495929,0.000082,".",
"Async TX","data",1.4960155,0.000082,"t",
"Async TX","data",1.4961025,0.000082,"x",
"Async TX","data",1.496189,0.000082,"t",
"Async TX","data",1.496276,0.000082,"=",
"Async TX","data",1.4963625,0.000082,"""",
"Async TX","data",1.4964495,0.000082,"1",
"Async TX","data",1.496536,0.000082,"6",
"Async TX","data",1.496623,0.000082,"%",
"Async TX","data",1.4967095,0.000082,"""",
"Async TX","data",1.4967965,0.000082,"ÿ",
"Async TX","data",1.496883,0.000082,"ÿ",
"Async TX","data",1.49697,0.000082,"ÿ",
"Async TX","data",1.5174745,0.000082,"j",
"Async TX","data",1.5175615,0.000082,"0",
"Async TX","data",1.517648,0.000082,".",
"Async TX","data",1.517735,0.000082,"v",
"Async TX","data",1.517822,0.000082,"a",
"Async TX","data",1.5179085,0.000082,"l",
"Async TX","data",1.5179955,0.000082,"=",
"Async TX","data",1.518082,0.000082,"1",
"Async TX","data",1.518169,0.000082,"7",
"Async TX","data",1.518256,0.000082,"ÿ",
"Async TX","data",1.5183425,0.000082,"ÿ",
"Async TX","data",1.5184295,0.000082,"ÿ",
"Async TX","data",1.518525,0.000082,"t",
"Async TX","data",1.518612,0.000082,"0",
"Async TX","data",1.5186985,0.000082,".",
"Async TX","data",1.5187855,0.000082,"t",
"Async TX","data",1.518872,0.000082,"x",
"Async TX","data",1.518959,0.000082,"t",
"Async TX","data",1.519046,0.000082,"=",
"Async TX","data",1.5191325,0.000082,"""",
"Async TX","data",1.5192195,0.000082,"1",
"Async TX","data",1.519306,0.000082,"7",
"Async TX","data",1.519393,0.000082,"%",
"Async TX","data",1.5194795,0.000082,"""",
"Async TX","data",1.5195665,0.000082,"ÿ",
"Async TX","data",1.519653,0.000082,"ÿ",
"Async TX","data",1.51974,0.000082,"ÿ",
"Async TX","data",1.540249,0.000082,"j",
"Async TX","data",1.540336,0.000082,"0",
"Async TX","data",1.5404225,0.000082,".",
"Async TX","data",1.5405095,0.000082,"v",
"Async TX","data",1.5405965,0.000082,"a",
"Async TX","data",1.540683,0.000082,"l",
"Async TX","data",1.54077,0.000082,"=",
"Async TX","data",1.5408565,0.000082,"1",
"Async TX","data",1.5409435,0.000082,"8",
"Async TX","data",1.5410305,0.000082,"ÿ",
